step,loss,loss_bc1,loss_bc2,loss_phys,loss_data,mu,step_time_s
0,166761.71875,1.3954650163650513,7.665756129426882e-06,26913.0625,0.3013972342014313,-0.009999999776482582,0.0017393330344930291
1,132261.234375,1.2261273860931396,5.1623288754854e-07,9370.1796875,0.2782711386680603,-0.017567258328199387,0.0017577919643372297
2,107851.9140625,1.0672060251235962,1.0411350785943796e-06,864.997314453125,0.26620858907699585,-0.022861439734697342,0.0014884169795550406
3,93709.28125,0.9204654097557068,6.554094397870358e-06,1396.84375,0.26524507999420166,-0.02844303473830223,0.0011588340275920928
4,89533.2109375,0.7918869256973267,1.4306168850453105e-05,10068.71484375,0.27436885237693787,-0.035604078322649,0.0011404160177335143
5,92972.9375,0.6899647116661072,2.0584058802342042e-05,23684.609375,0.2898041605949402,-0.04355181008577347,0.0010078329942189157
6,99125.6640625,0.623231828212738,2.2637424990534782e-05,36495.546875,0.30466413497924805,-0.05203821882605553,0.0011909169843420386
7,103345.703125,0.5910140872001648,2.106200008711312e-05,43928.81640625,0.313372939825058,-0.06099800392985344,0.00105870800325647
8,104010.234375,0.5861769914627075,1.7753985957824625e-05,45076.01953125,0.31473490595817566,-0.07032593339681625,0.0010854589636437595
9,101734.3515625,0.6016799211502075,1.4006290257384535e-05,41254.69140625,0.3102686107158661,-0.0798761397600174,0.00122020801063627
10,97933.2734375,0.632110595703125,1.0511743312235922e-05,34418.875,0.3022899925708771,-0.089479461312294,0.0014334159786812961
11,94014.6484375,0.6732178330421448,7.615956747031305e-06,26399.123046875,0.29298052191734314,-0.09896351397037506,0.001390207966323942
12,91034.9296875,0.7211837768554688,5.436317678686464e-06,18631.9609375,0.28404858708381653,-0.10817410796880722,0.001379750028718263
13,89561.140625,0.7720857262611389,3.932814252038952e-06,12075.5595703125,0.27662035822868347,-0.116991326212883,0.001436582999303937
14,89631.6328125,0.8215538859367371,2.9763532438664697e-06,7204.720703125,0.271228551864624,-0.12533514201641083,0.0014760419726371765
15,90795.40625,0.8647157549858093,2.4082405616354663e-06,4055.715087890625,0.26786571741104126,-0.13316264748573303,0.0012695420300588012
16,92284.9296875,0.8969494700431824,2.0892377960990416e-06,2323.6650390625,0.26610997319221497,-0.14046338200569153,0.001317957998253405
17,93368.0859375,0.9154777526855469,1.9128224266751204e-06,1554.7523193359375,0.26537731289863586,-0.14725512266159058,0.0014157910482026637
18,93662.8828125,0.9201052784919739,1.7946802017831942e-06,1386.9442138671875,0.2652238607406616,-0.15357834100723267,0.0013805839698761702
19,93185.3125,0.9125877618789673,1.6727246929804096e-06,1660.89990234375,0.26547476649284363,-0.15948860347270966,0.0013995830086059868
